"id_trabajo","titulo","salario_usd","moneda","nivel_experiencia","tipo_contrato","localizacion","tamano_empresa","modalidad","habilidades","titulacion","anos_experiencia","industria","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","empresa","residencia_empleado"
"AI01632","Especialista en IA",68143,"EUR","principiante","parcial","Paises Bajos","mediana","remoto","Deep Learning, PyTorch, TensorFlow, AWS","grado",0,"automocion","2024-01-25","2024-02-23",1355,5.5,"Future Systems","Australia"
"AI01633","Ingeniero/a de Operaciones de Aprendizaje Automatico",177618,"SGD","ejecutivo","parcial","Singapur","pequeña","presencial","Hadoop, SQL, NLP","grado",18,"energia","2024-02-08","2024-03-19",957,8.1,"Neural Networks Co","Singapur"
"AI01634","Ingeniero de Robotica",220052,"CAD","ejecutivo","temporal","Canada","grande","hibrido","Hadoop, Scala, Tableau","master",17,"medios","2025-01-02","2025-01-26",1422,9.1,"DeepTech Ventures","Ghana"
"AI01635","Ingeniero de Software de IA",83629,"GBP","intermedio","parcial","Reino Unido","mediana","remoto","Python, Tableau, Deep Learning, Data Visualization, Hadoop","doctorado",2,"videojuegos","2024-04-12","2024-05-24",2018,6.2,"Autonomous Tech","Dinamarca"
"AI01636","Ingeniero de Software de IA",162381,"EUR","avanzado","completo","Paises Bajos","grande","presencial","Scala, Python, GCP","grado",6,"videojuegos","2024-09-19","2024-11-27",1315,5.4,"DataVision Ltd","Países Bajos"
"AI01637","Investigador/a en Machine Learning",124109,"USD","avanzado","completo","Suecia","mediana","presencial","Python, Hadoop, Git, GCP","grado",8,"transporte","2024-01-31","2024-03-22",1835,5.9,"Predictive Systems","Suecia"
"AI01638","Gerente de Producto de IA",59192,"AUD","principiante","temporal","Australia","mediana","presencial","Linux, TensorFlow, PyTorch, Java, AWS","tecnico superior",1,"medios","2024-03-28","2024-04-15",1675,6.3,"Smart Analytics","Indonesia"
"AI01639","Investigador de IA",49329,"USD","avanzado","parcial","India","mediana","presencial","Hadoop, Tableau, Kubernetes, PyTorch, Computer Vision","tecnico superior",7,"energia","2025-01-25","2025-03-17",1500,5.9,"DataVision Ltd","India"
"AI01640","Ingeniero/a de Sistemas Autonomos",76915,"USD","ejecutivo","completo","India","mediana","remoto","Statistics, Python, TensorFlow, GCP","tecnico superior",13,"politica","2024-10-14","2024-12-13",1541,5.4,"Quantum Computing Inc","India"
"AI01641","Gerente de Producto de IA",101027,"USD","ejecutivo","completo","China","mediana","remoto","Java, Deep Learning, Python","master",11,"medios","2024-01-28","2024-03-06",882,8.8,"Predictive Systems","China"
"AI01642","Ingeniero de Aprendizaje Automatico",238301,"USD","ejecutivo","completo","Noruega","pequeña","remoto","Linux, SQL, PyTorch, AWS, Hadoop","doctorado",13,"transporte","2024-10-08","2024-11-25",2043,5.7,"Quantum Computing Inc","Noruega"
"AI01643","Cientifico de Datos",143521,"USD","avanzado","parcial","Irlanda","grande","hibrido","SQL, Docker, Azure, MLOps","tecnico superior",5,"minorista","2024-04-26","2024-05-23",2414,8.2,"Neural Networks Co","Luxemburgo"
"AI01644","Investigador de IA",139551,"JPY","avanzado","autonomo","Japon","grande","remoto","MLOps, TensorFlow, SQL, Linux","grado",7,"educacion","2025-01-18","2025-03-10",1243,7.0,"AI Innovations","Luxemburgo"
"AI01645","Ingeniero/a de Sistemas Autonomos",85768,"EUR","principiante","autonomo","Austria","grande","hibrido","Hadoop, Statistics, NLP, Python","master",1,"manufactura","2025-04-09","2025-06-11",1439,9.0,"Cloud AI Solutions","Austria"
"AI01646","Ingeniero de Datos",252548,"USD","ejecutivo","autonomo","Estados Unidos","grande","hibrido","Kubernetes, Python, AWS, GCP","doctorado",13,"consultoria","2024-09-12","2024-10-12",2479,6.3,"DeepTech Ventures","Estados Unidos"
"AI01647","Arquitecto de IA",116048,"EUR","intermedio","temporal","Austria","grande","presencial","SQL, Azure, Computer Vision, Statistics","grado",4,"politica","2024-06-11","2024-07-18",526,9.6,"Machine Intelligence Group","Austria"
"AI01648","Director/a de Inteligencia Artificial",29834,"USD","principiante","parcial","China","grande","presencial","SQL, Docker, NLP","grado",0,"videojuegos","2024-05-01","2024-05-22",1564,9.0,"DataVision Ltd","China"
"AI01649","Ingeniero de Aprendizaje Automatico",120609,"CAD","avanzado","completo","Canada","pequeña","presencial","Spark, PyTorch, Statistics","grado",5,"energia","2024-06-11","2024-08-09",844,6.4,"Algorithmic Solutions","Canada"
"AI01650","Ingeniero de Robotica",79431,"EUR","intermedio","parcial","Austria","grande","presencial","R, Hadoop, Azure, Java, Docker","master",2,"inmobiliaria","2024-04-04","2024-05-09",1677,5.6,"Algorithmic Solutions","Austria"
"AI01651","Cientifico Investigador",194187,"CAD","ejecutivo","temporal","Canada","pequeña","remoto","Python, Computer Vision, Spark","master",14,"telecomunicaciones","2024-12-14","2024-12-29",2369,8.9,"Machine Intelligence Group","Canada"
"AI01652","Cientifico/a de Datos Principal",177785,"USD","avanzado","completo","Dinamarca","pequeña","remoto","TensorFlow, Python, Scala, Linux","master",7,"energia","2024-05-16","2024-06-17",1684,9.6,"AI Innovations","Dinamarca"
"AI01653","Ingeniero de Vision por Computadora",231560,"USD","ejecutivo","temporal","Israel","grande","remoto","Spark, Git, SQL, TensorFlow, Azure","tecnico superior",14,"medios","2024-01-04","2024-02-03",881,7.6,"Smart Analytics","Israel"
"AI01654","Ingeniero de Software de IA",114280,"CHF","intermedio","completo","Suiza","mediana","presencial","Statistics, Kubernetes, Tableau, Docker, Scala","doctorado",4,"salud","2024-08-31","2024-10-05",695,6.9,"Predictive Systems","Suiza"
"AI01655","Ingeniero de Aprendizaje Profundo",75014,"EUR","principiante","parcial","Paises Bajos","pequeña","remoto","Python, Tableau, Azure","grado",1,"finanzas","2024-11-23","2025-01-21",1349,7.1,"TechCorp Inc","Indonesia"
"AI01656","Ingeniero de Datos",32244,"USD","principiante","temporal","India","grande","remoto","SQL, Docker, GCP, Computer Vision","tecnico superior",0,"automocion","2024-05-23","2024-07-29",915,6.3,"Cognitive Computing","India"
"AI01657","Ingeniero de Datos",130809,"USD","avanzado","temporal","Suecia","grande","remoto","Python, Git, Kubernetes, GCP","doctorado",9,"inmobiliaria","2025-04-30","2025-06-29",696,8.1,"Advanced Robotics","Suecia"
"AI01658","Cientifico de Datos",194628,"CAD","ejecutivo","temporal","Canada","mediana","presencial","Git, SQL, Data Visualization, PyTorch, Azure","tecnico superior",19,"inmobiliaria","2024-03-03","2024-04-07",1807,8.9,"Digital Transformation LLC","Canada"
"AI01659","Ingeniero de Aprendizaje Profundo",31750,"USD","principiante","autonomo","China","mediana","remoto","PyTorch, SQL, AWS","grado",1,"energia","2024-11-23","2024-12-27",1036,5.4,"Predictive Systems","Italia"
"AI01660","Ingeniero/a de Sistemas Autonomos",72863,"USD","intermedio","temporal","Israel","pequeña","presencial","Git, MLOps, Java, Mathematics","grado",2,"salud","2024-04-12","2024-06-02",2466,5.9,"Smart Analytics","Países Bajos"
"AI01661","Arquitecto de IA",158698,"EUR","ejecutivo","temporal","Francia","mediana","remoto","SQL, Kubernetes, R","grado",11,"manufactura","2025-04-19","2025-06-10",1473,5.6,"Neural Networks Co","Francia"
"AI01662","Consultor de IA",70435,"USD","principiante","temporal","Estados Unidos","grande","presencial","Computer Vision, Azure, MLOps, NLP, Git","doctorado",0,"inmobiliaria","2024-02-10","2024-04-19",1111,8.5,"Smart Analytics","Alemania"
"AI01663","Ingeniero de Robotica",70871,"USD","intermedio","completo","Israel","mediana","remoto","Computer Vision, Kubernetes, Git, PyTorch","grado",2,"consultoria","2024-10-18","2024-11-07",2450,7.5,"Cloud AI Solutions","Israel"
"AI01664","Investigador de IA",69256,"USD","principiante","completo","Finlandia","grande","hibrido","Docker, Tableau, Kubernetes","master",0,"minorista","2025-01-01","2025-03-07",1772,8.3,"Cloud AI Solutions","Hungria"
"AI01665","Ingeniero de Vision por Computadora",172569,"EUR","ejecutivo","temporal","Alemania","mediana","remoto","Kubernetes, Spark, PyTorch, GCP","grado",14,"consultoria","2025-01-08","2025-02-02",2081,6.0,"Predictive Systems","Alemania"
"AI01666","Ingeniero de Datos",105421,"USD","intermedio","parcial","Irlanda","mediana","hibrido","R, SQL, Statistics, Java, Data Visualization","master",4,"manufactura","2024-10-18","2024-12-20",1129,5.0,"Advanced Robotics","Países Bajos"
"AI01667","Cientifico Investigador",280936,"USD","ejecutivo","parcial","Irlanda","grande","presencial","Spark, Python, TensorFlow, SQL, Linux","grado",13,"finanzas","2024-01-27","2024-03-16",2149,7.9,"AI Innovations","Irlanda"
"AI01668","Investigador de IA",244804,"USD","ejecutivo","completo","Dinamarca","pequeña","remoto","Azure, Computer Vision, TensorFlow, Python, GCP","doctorado",12,"inmobiliaria","2025-01-24","2025-03-17",2021,9.3,"Advanced Robotics","Dinamarca"
"AI01669","Arquitecto de IA",116583,"USD","intermedio","parcial","Estados Unidos","pequeña","remoto","SQL, Computer Vision, Kubernetes, AWS, R","grado",2,"transporte","2024-01-17","2024-01-31",2075,9.1,"Digital Transformation LLC","Colombia"
"AI01670","Ingeniero de Vision por Computadora",44363,"USD","avanzado","temporal","India","mediana","hibrido","Hadoop, Tableau, R, MLOps, AWS","doctorado",9,"politica","2024-10-25","2024-12-03",1663,6.6,"Algorithmic Solutions","India"
"AI01671","Ingeniero de Robotica",103234,"GBP","intermedio","completo","Reino Unido","pequeña","hibrido","GCP, MLOps, Scala","tecnico superior",4,"medios","2024-06-25","2024-08-29",1363,8.2,"Machine Intelligence Group","Nigeria"
"AI01672","Investigador de IA",241862,"USD","ejecutivo","autonomo","Noruega","mediana","presencial","Scala, PyTorch, Docker, Mathematics, SQL","master",17,"minorista","2025-02-21","2025-04-22",1897,5.9,"Machine Intelligence Group","Francia"
"AI01673","Cientifico de Datos",61352,"USD","ejecutivo","parcial","India","grande","remoto","Python, SQL, MLOps","master",19,"consultoria","2025-01-31","2025-04-11",901,9.7,"DataVision Ltd","Argentina"
"AI01674","Cientifico/a de Datos Principal",247449,"USD","ejecutivo","completo","Irlanda","mediana","hibrido","SQL, Mathematics, AWS, Linux, R","grado",16,"manufactura","2025-04-11","2025-05-19",1591,6.1,"Smart Analytics","Irlanda"
"AI01675","Ingeniero de Procesamiento de Lenguaje Natural",91517,"USD","intermedio","temporal","Dinamarca","pequeña","remoto","Linux, PyTorch, Tableau","grado",4,"energia","2025-01-05","2025-01-24",1982,6.5,"Predictive Systems","Dinamarca"
"AI01676","Ingeniero de Aprendizaje Profundo",231797,"EUR","ejecutivo","parcial","Paises Bajos","grande","remoto","SQL, Java, Deep Learning, MLOps","grado",13,"minorista","2024-11-02","2024-11-18",1062,7.4,"Cloud AI Solutions","Israel"
"AI01677","Ingeniero de Software de IA",29053,"USD","principiante","completo","China","grande","remoto","Scala, GCP, NLP, PyTorch","tecnico superior",1,"finanzas","2024-05-17","2024-06-15",503,5.3,"Smart Analytics","China"
"AI01678","Cientifico de Datos",38480,"USD","intermedio","completo","India","grande","hibrido","Scala, Spark, PyTorch, AWS","grado",2,"consultoria","2025-03-25","2025-05-06",2254,5.6,"Autonomous Tech","India"
"AI01679","Cientifico de Datos",49357,"USD","principiante","completo","Finlandia","pequeña","presencial","Java, Mathematics, Tableau, NLP, Deep Learning","grado",1,"transporte","2024-07-02","2024-07-31",2422,5.9,"DeepTech Ventures","Finlandia"
"AI01680","Analista de Datos",100391,"CAD","avanzado","completo","Canada","mediana","hibrido","Hadoop, Linux, SQL","grado",9,"politica","2024-10-05","2024-12-02",1941,5.7,"Algorithmic Solutions","Nigeria"
"AI01681","Ingeniero/a de Operaciones de Aprendizaje Automatico",72840,"CHF","principiante","autonomo","Suiza","pequeña","hibrido","Python, Git, Java, Docker","tecnico superior",0,"videojuegos","2024-02-28","2024-03-19",2048,5.0,"Autonomous Tech","Suiza"
"AI01682","Cientifico de Datos",265397,"EUR","ejecutivo","autonomo","Alemania","grande","remoto","Scala, AWS, NLP, Statistics","master",16,"minorista","2024-07-24","2024-08-21",1192,5.9,"Predictive Systems","Alemania"
"AI01683","Ingeniero de Procesamiento de Lenguaje Natural",92492,"AUD","principiante","autonomo","Australia","grande","remoto","Tableau, SQL, Git, Python","doctorado",0,"consultoria","2024-05-26","2024-07-24",1700,9.4,"TechCorp Inc","Australia"
"AI01684","Especialista en IA",110408,"USD","avanzado","temporal","Suecia","pequeña","presencial","Python, Linux, R, Computer Vision","tecnico superior",7,"tecnologia","2024-09-25","2024-12-01",2267,10.0,"Quantum Computing Inc","Suecia"
"AI01685","Ingeniero de Procesamiento de Lenguaje Natural",139699,"EUR","ejecutivo","completo","Alemania","mediana","hibrido","Azure, Deep Learning, Scala, Mathematics","tecnico superior",19,"finanzas","2024-07-25","2024-08-31",582,9.1,"Advanced Robotics","Irlanda"
"AI01686","Ingeniero/a de Operaciones de Aprendizaje Automatico",80747,"EUR","intermedio","temporal","Paises Bajos","pequeña","hibrido","NLP, Data Visualization, Python, TensorFlow, Linux","master",3,"telecomunicaciones","2024-02-22","2024-03-09",1345,7.1,"Cognitive Computing","Países Bajos"
"AI01687","Cientifico de Datos",86520,"EUR","intermedio","autonomo","Austria","pequeña","remoto","Python, Git, TensorFlow","grado",4,"finanzas","2024-07-08","2024-09-05",1578,6.4,"Machine Intelligence Group","Nigeria"
"AI01688","Especialista en IA",55997,"USD","ejecutivo","temporal","India","mediana","hibrido","NLP, Azure, Python","doctorado",12,"manufactura","2025-03-25","2025-05-28",1550,5.4,"AI Innovations","Israel"
"AI01689","Ingeniero de Software de IA",107119,"SGD","intermedio","parcial","Singapur","mediana","remoto","Kubernetes, MLOps, Java, TensorFlow","grado",3,"transporte","2024-04-22","2024-06-21",2417,5.3,"Advanced Robotics","Singapur"
"AI01690","Cientifico Investigador",117336,"EUR","avanzado","completo","Austria","pequeña","presencial","NLP, Scala, Python","grado",9,"consultoria","2024-08-23","2024-09-10",1052,6.3,"DeepTech Ventures","Malasia"
"AI01691","Director/a de Inteligencia Artificial",164003,"EUR","ejecutivo","parcial","Austria","pequeña","presencial","NLP, Java, PyTorch, GCP","doctorado",16,"educacion","2024-03-09","2024-03-25",645,6.0,"TechCorp Inc","Vietnam"
"AI01692","Ingeniero de Vision por Computadora",109093,"USD","intermedio","autonomo","Irlanda","grande","hibrido","Statistics, Azure, Scala, GCP, NLP","master",4,"manufactura","2025-04-26","2025-06-12",2262,8.6,"AI Innovations","Irlanda"
"AI01693","Investigador/a en Machine Learning",60847,"USD","principiante","autonomo","Irlanda","mediana","hibrido","Azure, Mathematics, Python","tecnico superior",0,"manufactura","2024-12-19","2025-02-26",1775,7.8,"DeepTech Ventures","Irlanda"
"AI01694","Gerente de Producto de IA",64394,"USD","intermedio","completo","Corea del Sur","pequeña","presencial","Azure, Deep Learning, GCP, Spark, R","grado",4,"videojuegos","2024-01-24","2024-02-20",1682,9.2,"Digital Transformation LLC","Sudafrica"
"AI01695","Cientifico/a de Datos Principal",56336,"USD","principiante","completo","Suecia","mediana","remoto","Python, MLOps, Git","grado",1,"transporte","2024-12-15","2025-01-23",1402,9.9,"Predictive Systems","Suecia"
"AI01696","Consultor de IA",151360,"JPY","ejecutivo","parcial","Japon","mediana","hibrido","Scala, Kubernetes, Computer Vision, NLP, Git","doctorado",11,"transporte","2024-05-26","2024-07-29",2089,5.4,"Digital Transformation LLC","Japon"
"AI01697","Director/a de Inteligencia Artificial",108867,"EUR","avanzado","autonomo","Paises Bajos","mediana","hibrido","Mathematics, Java, Spark","doctorado",7,"automocion","2024-07-15","2024-09-15",1367,6.6,"Cognitive Computing","Países Bajos"
"AI01698","Consultor de IA",163581,"EUR","avanzado","temporal","Alemania","grande","hibrido","GCP, Computer Vision, Hadoop","doctorado",8,"automocion","2024-10-15","2024-12-01",1213,8.5,"Machine Intelligence Group","Alemania"
"AI01699","Gerente de Producto de IA",111866,"JPY","intermedio","completo","Japon","mediana","presencial","Java, Kubernetes, SQL, Mathematics","grado",2,"medios","2024-11-04","2024-12-30",1683,9.3,"Cloud AI Solutions","Japon"
"AI01700","Ingeniero de Procesamiento de Lenguaje Natural",56511,"USD","principiante","temporal","Corea del Sur","grande","hibrido","Kubernetes, Java, Deep Learning, Mathematics, Computer Vision","doctorado",0,"medios","2024-10-29","2024-11-30",2130,7.1,"Future Systems","Israel"
"AI01701","Ingeniero de Procesamiento de Lenguaje Natural",40401,"USD","intermedio","temporal","China","grande","remoto","TensorFlow, SQL, Mathematics, Linux","doctorado",4,"salud","2024-05-11","2024-06-10",2122,9.1,"TechCorp Inc","China"
"AI01702","Cientifico Investigador",130250,"CHF","intermedio","autonomo","Suiza","grande","presencial","Data Visualization, GCP, Scala, Docker","doctorado",2,"medios","2024-03-30","2024-05-22",2139,5.0,"Algorithmic Solutions","Hungria"
"AI01703","Ingeniero de Vision por Computadora",41173,"USD","intermedio","temporal","China","pequeña","hibrido","Kubernetes, Python, TensorFlow","doctorado",4,"medios","2025-04-29","2025-06-23",1174,6.2,"Smart Analytics","Austria"
"AI01704","Ingeniero de Datos",69187,"USD","principiante","autonomo","Estados Unidos","pequeña","hibrido","Kubernetes, Spark, Java","tecnico superior",0,"medios","2024-01-31","2024-04-04",1954,9.2,"Quantum Computing Inc","Estados Unidos"
"AI01705","Ingeniero de Procesamiento de Lenguaje Natural",80973,"USD","ejecutivo","completo","India","pequeña","remoto","Linux, Python, Tableau, Kubernetes, SQL","tecnico superior",11,"energia","2024-04-07","2024-05-31",1601,7.7,"Quantum Computing Inc","Australia"
"AI01706","Ingeniero de Software de IA",117099,"USD","avanzado","parcial","Irlanda","mediana","hibrido","Spark, Java, Computer Vision, Tableau","grado",7,"inmobiliaria","2024-10-03","2024-10-20",672,6.3,"DeepTech Ventures","Irlanda"
"AI01707","Arquitecto de IA",62738,"USD","principiante","autonomo","Finlandia","pequeña","presencial","Git, SQL, GCP","tecnico superior",1,"consultoria","2024-02-06","2024-03-01",1244,9.7,"Neural Networks Co","Canada"
"AI01708","Gerente de Producto de IA",120017,"EUR","intermedio","completo","Alemania","grande","remoto","Java, Kubernetes, Deep Learning","grado",4,"educacion","2025-02-03","2025-03-17",588,8.6,"Digital Transformation LLC","Alemania"
"AI01709","Arquitecto de IA",146456,"USD","intermedio","autonomo","Estados Unidos","grande","presencial","SQL, Spark, Linux","doctorado",2,"inmobiliaria","2024-08-20","2024-10-17",1112,5.3,"Autonomous Tech","Estados Unidos"
"AI01710","Ingeniero de Datos",116585,"AUD","avanzado","autonomo","Australia","mediana","presencial","Mathematics, Computer Vision, Linux, Kubernetes","master",8,"energia","2024-02-26","2024-04-21",1405,8.2,"DeepTech Ventures","Australia"
"AI01711","Arquitecto de IA",48908,"EUR","principiante","completo","Francia","mediana","remoto","Spark, TensorFlow, Python, NLP, Statistics","master",1,"salud","2024-12-28","2025-03-06",739,7.1,"Machine Intelligence Group","Francia"
"AI01712","Director/a de Inteligencia Artificial",140368,"USD","intermedio","completo","Noruega","mediana","presencial","Java, Linux, Statistics, GCP","master",2,"manufactura","2024-06-25","2024-08-09",1177,8.6,"Future Systems","Noruega"
"AI01713","Ingeniero de Aprendizaje Profundo",117338,"JPY","intermedio","autonomo","Japon","grande","remoto","PyTorch, SQL, Hadoop, Deep Learning, Kubernetes","tecnico superior",3,"manufactura","2024-12-07","2025-01-22",1586,6.8,"Quantum Computing Inc","Brasil"
"AI01714","Director/a de Inteligencia Artificial",25199,"USD","principiante","parcial","China","mediana","remoto","Azure, Python, TensorFlow, Computer Vision, Docker","tecnico superior",0,"medios","2024-04-18","2024-06-22",849,9.8,"Machine Intelligence Group","Alemania"
"AI01715","Arquitecto de IA",101321,"EUR","intermedio","completo","Francia","mediana","hibrido","Python, Statistics, Tableau","doctorado",3,"videojuegos","2025-03-24","2025-04-20",2449,7.7,"Predictive Systems","Francia"
"AI01716","Ingeniero de Aprendizaje Automatico",86336,"USD","intermedio","completo","Irlanda","pequeña","presencial","Deep Learning, SQL, Data Visualization, PyTorch","master",4,"minorista","2025-03-09","2025-05-21",1028,8.6,"TechCorp Inc","Ghana"
"AI01717","Investigador/a en Machine Learning",104654,"JPY","intermedio","autonomo","Japon","grande","remoto","Azure, Deep Learning, R","master",2,"energia","2024-02-24","2024-04-20",739,8.1,"Cognitive Computing","Japon"
"AI01718","Especialista en IA",93107,"USD","intermedio","completo","Irlanda","grande","presencial","PyTorch, GCP, Tableau","tecnico superior",3,"videojuegos","2024-03-18","2024-04-05",2334,9.5,"Smart Analytics","Mexico"
"AI01719","Consultor de IA",113304,"USD","intermedio","temporal","Noruega","pequeña","presencial","SQL, Azure, PyTorch","grado",3,"salud","2024-04-24","2024-05-19",517,6.1,"Algorithmic Solutions","Noruega"
"AI01720","Ingeniero de Aprendizaje Profundo",159382,"USD","ejecutivo","temporal","Irlanda","mediana","remoto","Java, Python, Computer Vision, R","master",12,"transporte","2024-07-03","2024-07-18",617,8.7,"Future Systems","Irlanda"
"AI01721","Especialista en IA",112099,"USD","avanzado","autonomo","Corea del Sur","mediana","hibrido","Azure, Python, Computer Vision","grado",9,"medios","2024-07-03","2024-07-17",1317,8.0,"Advanced Robotics","Corea del Sur"
"AI01722","Director/a de Inteligencia Artificial",106493,"USD","intermedio","parcial","Noruega","mediana","presencial","Linux, Scala, PyTorch, MLOps, Tableau","master",4,"inmobiliaria","2025-03-27","2025-05-18",1839,7.1,"AI Innovations","Noruega"
"AI01723","Arquitecto de IA",76693,"SGD","principiante","completo","Singapur","mediana","remoto","Mathematics, Statistics, PyTorch","doctorado",1,"inmobiliaria","2025-04-14","2025-05-02",740,8.4,"Neural Networks Co","Singapur"
"AI01724","Ingeniero de Procesamiento de Lenguaje Natural",145475,"USD","avanzado","temporal","Finlandia","grande","remoto","Spark, Java, Deep Learning, AWS","tecnico superior",9,"energia","2025-02-11","2025-03-14",1076,8.5,"DataVision Ltd","Letonia"
"AI01725","Analista de Datos",79166,"GBP","principiante","completo","Reino Unido","grande","hibrido","Scala, Kubernetes, MLOps, Azure, AWS","doctorado",0,"finanzas","2024-09-24","2024-10-08",1643,9.6,"DeepTech Ventures","Reino Unido"
"AI01726","Arquitecto de IA",187864,"USD","ejecutivo","autonomo","Suecia","mediana","presencial","Git, PyTorch, SQL, Scala","tecnico superior",16,"videojuegos","2024-12-06","2025-01-07",921,6.1,"Future Systems","Suecia"
"AI01727","Consultor de IA",50080,"USD","principiante","temporal","Israel","pequeña","remoto","Deep Learning, Python, Mathematics","grado",1,"tecnologia","2025-01-27","2025-04-06",2110,6.6,"Autonomous Tech","Israel"
"AI01728","Ingeniero/a de Sistemas Autonomos",103470,"JPY","intermedio","temporal","Japon","grande","remoto","Computer Vision, R, Kubernetes, Tableau","master",2,"tecnologia","2024-11-14","2024-12-09",1694,6.9,"Predictive Systems","Japon"
"AI01729","Ingeniero de Aprendizaje Automatico",84323,"USD","intermedio","completo","Suecia","mediana","hibrido","Kubernetes, Git, Statistics","grado",3,"inmobiliaria","2024-11-25","2025-01-08",1134,8.0,"DeepTech Ventures","Suecia"
"AI01730","Ingeniero de Robotica",71020,"CAD","intermedio","parcial","Canada","pequeña","remoto","Java, Tableau, PyTorch, NLP, SQL","grado",3,"manufactura","2024-02-21","2024-04-23",1253,9.7,"Future Systems","Republica Checa"
"AI01731","Ingeniero de Procesamiento de Lenguaje Natural",74489,"USD","ejecutivo","autonomo","China","mediana","hibrido","Linux, Docker, SQL","doctorado",11,"salud","2024-06-03","2024-07-24",1437,9.7,"TechCorp Inc","Austria"
"AI01732","Gerente de Producto de IA",55564,"AUD","principiante","completo","Australia","mediana","hibrido","SQL, PyTorch, Git, Azure, AWS","grado",0,"transporte","2025-03-22","2025-06-02",2036,6.3,"Predictive Systems","Australia"
"AI01733","Consultor de IA",84737,"USD","principiante","temporal","Estados Unidos","pequeña","presencial","Spark, Data Visualization, Computer Vision","grado",1,"telecomunicaciones","2025-01-06","2025-02-02",1139,6.8,"DeepTech Ventures","Estados Unidos"
"AI01734","Ingeniero de Software de IA",125029,"EUR","avanzado","autonomo","Francia","mediana","hibrido","SQL, Azure, Java, Spark, AWS","master",5,"salud","2025-01-19","2025-03-23",1740,5.6,"DataVision Ltd","Francia"
"AI01735","Ingeniero de Robotica",93053,"EUR","intermedio","autonomo","Francia","pequeña","presencial","Spark, R, Data Visualization","doctorado",3,"educacion","2025-01-06","2025-02-15",629,5.1,"DeepTech Ventures","Francia"
"AI01736","Arquitecto de IA",116161,"USD","intermedio","completo","Estados Unidos","pequeña","hibrido","SQL, PyTorch, GCP, Linux","doctorado",2,"tecnologia","2025-01-07","2025-02-22",1201,7.2,"Predictive Systems","Estados Unidos"
"AI01737","Ingeniero de Software de IA",96819,"USD","intermedio","completo","Estados Unidos","pequeña","presencial","Spark, Python, Tableau, Kubernetes","doctorado",3,"finanzas","2024-11-18","2025-01-12",1105,7.7,"TechCorp Inc","Estados Unidos"
"AI01738","Ingeniero de Vision por Computadora",21074,"USD","principiante","temporal","India","mediana","hibrido","Git, Azure, Data Visualization","tecnico superior",0,"minorista","2024-06-29","2024-07-30",1551,7.4,"Algorithmic Solutions","India"
"AI01739","Cientifico de Datos",131324,"USD","intermedio","parcial","Dinamarca","mediana","remoto","Tableau, Deep Learning, GCP, Java","doctorado",2,"transporte","2024-12-14","2025-02-16",2003,6.0,"Digital Transformation LLC","Dinamarca"
"AI01740","Cientifico/a de Datos Principal",58660,"USD","principiante","temporal","Finlandia","mediana","hibrido","Hadoop, Spark, Tableau","doctorado",1,"finanzas","2024-10-09","2024-11-22",1205,9.9,"Digital Transformation LLC","Finlandia"
"AI01741","Ingeniero de Aprendizaje Automatico",132875,"EUR","intermedio","parcial","Paises Bajos","grande","hibrido","GCP, Python, Mathematics, Linux, SQL","doctorado",4,"consultoria","2024-08-28","2024-10-31",1392,6.1,"Quantum Computing Inc","Malasia"
"AI01742","Ingeniero de Vision por Computadora",74316,"USD","intermedio","completo","Corea del Sur","pequeña","hibrido","TensorFlow, GCP, Azure","grado",3,"energia","2024-11-17","2025-01-04",1075,9.4,"Advanced Robotics","Corea del Sur"
"AI01743","Ingeniero de Datos",65320,"EUR","principiante","completo","Francia","pequeña","remoto","Java, Python, Git","grado",1,"medios","2024-04-01","2024-05-18",915,8.7,"Digital Transformation LLC","Francia"
"AI01744","Ingeniero/a de Sistemas Autonomos",128941,"USD","avanzado","temporal","Finlandia","grande","hibrido","TensorFlow, Spark, PyTorch","master",7,"manufactura","2025-01-26","2025-03-07",2349,7.6,"Cognitive Computing","Finlandia"
"AI01745","Cientifico/a de Datos Principal",42409,"USD","intermedio","temporal","China","mediana","remoto","PyTorch, TensorFlow, NLP","grado",2,"medios","2024-04-16","2024-05-09",2188,9.6,"Algorithmic Solutions","Corea del Sur"
"AI01746","Ingeniero de Procesamiento de Lenguaje Natural",76564,"GBP","principiante","completo","Reino Unido","pequeña","remoto","Deep Learning, Azure, Scala","doctorado",0,"politica","2024-03-03","2024-04-13",1639,9.4,"Neural Networks Co","Reino Unido"
"AI01747","Ingeniero de Procesamiento de Lenguaje Natural",289808,"EUR","ejecutivo","completo","Paises Bajos","grande","remoto","Statistics, TensorFlow, PyTorch, Data Visualization, Hadoop","doctorado",17,"automocion","2025-03-17","2025-04-28",2224,6.3,"Neural Networks Co","Luxemburgo"
"AI01748","Analista de Datos",62042,"CAD","principiante","autonomo","Canada","mediana","hibrido","Python, Azure, Tableau","grado",1,"politica","2024-02-15","2024-03-21",1611,6.1,"TechCorp Inc","Kenia"
"AI01749","Gerente de Producto de IA",98976,"EUR","intermedio","completo","Paises Bajos","mediana","remoto","Statistics, Python, Mathematics, Linux, Hadoop","doctorado",4,"manufactura","2024-11-08","2024-12-24",2377,6.9,"Autonomous Tech","Países Bajos"
