"id_trabajo","titulo_id","empresa_id","salario_usd","moneda","nivel_experiencia","tipo_contrato","modalidad","anos_experiencia","industria_id","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","residencia_empleado"
"AI01524",8,1,191492.0,"JPY","ejecutivo","completo","presencial",11,9,"2024-05-21","2024-07-26",1072,7.3,"Japon"
"AI01525",6,1,71219.0,"USD","principiante","autonomo","presencial",0,9,"2024-04-03","2024-05-25",1209,9.4,"Israel"
"AI01526",4,16,143605.0,"AUD","avanzado","parcial","hibrido",9,13,"2024-03-27","2024-04-16",1914,6.8,"Australia"
"AI01527",16,8,261388.0,"USD","ejecutivo","autonomo","remoto",11,3,"2024-10-20","2024-12-27",688,10.0,"Noruega"
"AI01528",3,15,115250.0,"GBP","intermedio","completo","presencial",3,14,"2024-07-01","2024-08-03",1696,8.9,"Reino Unido"
"AI01529",20,15,214259.0,"USD","ejecutivo","completo","presencial",16,10,"2024-10-07","2024-10-31",609,6.8,"Irlanda"
"AI01530",11,7,50907.0,"USD","avanzado","completo","presencial",6,8,"2024-04-23","2024-05-18",1329,6.2,"Polonia"
"AI01531",19,9,157211.0,"USD","ejecutivo","temporal","presencial",11,10,"2024-11-10","2024-12-02",1072,8.1,"Israel"
"AI01532",13,4,110447.0,"EUR","intermedio","completo","hibrido",4,5,"2024-08-18","2024-10-19",666,6.9,"Alemania"
"AI01533",13,16,108700.0,"SGD","intermedio","temporal","presencial",4,10,"2024-09-23","2024-10-28",1849,8.3,"Singapur"
"AI01534",2,9,67170.0,"EUR","principiante","temporal","remoto",1,3,"2025-01-07","2025-03-07",832,6.6,"Australia"
"AI01535",4,5,45079.0,"USD","avanzado","autonomo","presencial",6,11,"2024-09-15","2024-11-17",1064,6.0,"China"
"AI01536",14,1,97906.0,"AUD","intermedio","parcial","remoto",3,7,"2024-04-28","2024-06-05",2486,5.6,"Australia"
"AI01537",9,9,88189.0,"USD","avanzado","parcial","remoto",8,14,"2025-03-02","2025-04-20",1536,7.3,"Corea del Sur"
"AI01538",5,14,103595.0,"CAD","intermedio","completo","presencial",2,6,"2024-04-04","2024-05-20",657,6.9,"Canada"
"AI01539",16,14,113624.0,"USD","avanzado","temporal","hibrido",8,4,"2024-05-24","2024-06-23",2433,7.2,"Suecia"
"AI01540",18,14,134364.0,"SGD","avanzado","temporal","remoto",8,9,"2024-12-22","2025-01-18",1559,7.7,"Singapur"
"AI01541",10,11,143237.0,"AUD","ejecutivo","completo","remoto",12,12,"2025-02-13","2025-03-31",723,6.6,"Australia"
"AI01542",13,9,61187.0,"CAD","principiante","completo","remoto",0,8,"2024-08-21","2024-09-21",1196,7.9,"Canada"
"AI01543",18,14,64608.0,"USD","principiante","completo","hibrido",0,7,"2025-03-21","2025-05-16",2441,8.1,"Colombia"
"AI01544",9,7,311834.0,"CHF","ejecutivo","completo","presencial",14,1,"2024-02-29","2024-04-11",1088,7.6,"Suiza"
"AI01545",8,9,127894.0,"USD","intermedio","temporal","hibrido",4,3,"2024-07-17","2024-09-04",538,8.3,"Dinamarca"
"AI01546",1,6,75336.0,"GBP","principiante","autonomo","presencial",0,8,"2024-09-12","2024-10-21",2367,9.7,"Reino Unido"
"AI01547",17,6,66416.0,"USD","principiante","autonomo","hibrido",1,8,"2024-04-05","2024-06-09",1592,8.4,"Irlanda"
"AI01548",14,12,49315.0,"USD","principiante","completo","hibrido",0,7,"2024-11-05","2024-12-08",1778,6.7,"Israel"
"AI01549",14,7,130837.0,"EUR","avanzado","completo","remoto",9,2,"2024-02-03","2024-03-18",1032,7.6,"Alemania"
"AI01550",2,13,93179.0,"CAD","avanzado","parcial","presencial",5,5,"2024-08-28","2024-10-20",2076,5.8,"Canada"
"AI01551",11,14,88696.0,"EUR","principiante","parcial","hibrido",1,6,"2025-03-23","2025-04-11",896,5.3,"Países Bajos"
"AI01552",15,11,125978.0,"GBP","avanzado","parcial","remoto",8,11,"2025-03-01","2025-05-12",1769,9.5,"Reino Unido"
"AI01553",5,9,73015.0,"EUR","principiante","temporal","hibrido",1,5,"2024-02-19","2024-04-26",647,5.7,"Países Bajos"
"AI01554",16,16,89921.0,"EUR","intermedio","temporal","remoto",2,3,"2024-12-07","2025-01-20",1779,5.3,"Austria"
"AI01555",15,3,145615.0,"USD","avanzado","autonomo","hibrido",8,2,"2024-08-16","2024-10-28",2383,5.3,"Dinamarca"
"AI01556",11,15,72798.0,"EUR","principiante","parcial","presencial",1,3,"2024-02-26","2024-04-20",976,8.1,"Francia"
"AI01557",14,9,202771.0,"EUR","ejecutivo","autonomo","presencial",19,5,"2024-04-30","2024-06-04",1300,8.1,"Estonia"
"AI01558",4,2,101963.0,"SGD","intermedio","autonomo","hibrido",2,8,"2025-01-27","2025-03-04",2401,8.7,"Singapur"
"AI01559",9,11,131393.0,"EUR","avanzado","autonomo","presencial",6,5,"2024-06-30","2024-09-04",1399,7.3,"Egipto"
"AI01560",3,9,216001.0,"USD","avanzado","parcial","remoto",7,10,"2024-11-17","2024-12-05",2098,7.9,"Filipinas"
"AI01561",20,14,165488.0,"USD","ejecutivo","completo","remoto",17,3,"2024-01-01","2024-03-12",732,5.0,"Egipto"
"AI01562",6,15,279330.0,"SGD","ejecutivo","completo","remoto",11,13,"2024-08-26","2024-09-25",1724,5.4,"Nigeria"
"AI01563",2,5,120176.0,"EUR","avanzado","temporal","presencial",9,14,"2024-04-16","2024-06-07",922,8.9,"Austria"
"AI01564",14,15,242800.0,"EUR","ejecutivo","autonomo","hibrido",14,3,"2024-07-09","2024-08-10",1726,8.7,"Países Bajos"
"AI01565",18,9,135978.0,"AUD","avanzado","completo","presencial",7,5,"2025-04-19","2025-05-08",1352,9.8,"Rumania"
"AI01566",4,12,233643.0,"CHF","avanzado","parcial","remoto",6,10,"2024-03-30","2024-06-10",1082,9.4,"Suiza"
"AI01567",14,1,63249.0,"USD","intermedio","completo","remoto",2,10,"2024-08-12","2024-09-15",839,6.0,"Corea del Sur"
"AI01568",3,15,89516.0,"USD","ejecutivo","parcial","presencial",11,12,"2024-03-12","2024-05-08",1876,9.7,"India"
"AI01569",9,2,176954.0,"EUR","ejecutivo","completo","hibrido",15,1,"2024-08-18","2024-09-20",1122,6.0,"Australia"
"AI01570",2,14,55961.0,"USD","intermedio","parcial","hibrido",3,10,"2024-10-01","2024-12-03",1474,8.7,"China"
"AI01571",2,7,132864.0,"GBP","avanzado","completo","remoto",6,3,"2025-03-18","2025-04-08",616,5.8,"Reino Unido"
"AI01572",17,15,104418.0,"AUD","intermedio","temporal","hibrido",4,15,"2025-02-20","2025-04-03",2135,5.3,"Austria"
"AI01573",8,4,80490.0,"AUD","principiante","autonomo","presencial",0,9,"2024-06-15","2024-07-11",1830,9.8,"Sudafrica"
"AI01574",2,8,85744.0,"USD","intermedio","completo","hibrido",3,2,"2024-12-04","2025-01-09",1123,7.8,"Israel"
"AI01575",9,13,101111.0,"EUR","avanzado","autonomo","remoto",9,10,"2025-02-09","2025-02-24",1304,8.8,"Países Bajos"
"AI01576",7,7,195573.0,"CAD","ejecutivo","completo","remoto",18,8,"2024-03-07","2024-04-23",1002,6.4,"Canada"
"AI01577",5,3,136148.0,"AUD","avanzado","autonomo","presencial",9,14,"2024-06-14","2024-07-02",1581,8.4,"Indonesia"
"AI01578",14,9,108512.0,"SGD","intermedio","completo","hibrido",4,7,"2024-03-23","2024-04-10",2122,9.3,"Dinamarca"
"AI01579",3,16,216695.0,"EUR","ejecutivo","autonomo","presencial",16,10,"2024-08-11","2024-09-07",646,7.0,"Alemania"
"AI01580",19,2,169781.0,"CHF","avanzado","temporal","hibrido",5,8,"2024-08-20","2024-10-18",2253,8.6,"Suiza"
"AI01581",5,6,306082.0,"CHF","ejecutivo","parcial","presencial",19,8,"2025-03-12","2025-05-16",1909,8.5,"Suiza"
"AI01582",20,7,82438.0,"CHF","principiante","temporal","presencial",0,3,"2024-10-20","2024-12-26",1139,5.2,"Suiza"
"AI01583",19,11,57552.0,"USD","principiante","completo","presencial",0,3,"2024-03-10","2024-05-05",2293,7.6,"India"
"AI01584",2,1,54111.0,"CAD","principiante","temporal","hibrido",1,4,"2025-03-11","2025-04-13",1725,9.3,"Canada"
"AI01585",10,4,139157.0,"EUR","avanzado","parcial","presencial",7,13,"2025-03-06","2025-05-13",1081,9.7,"Alemania"
"AI01586",8,1,84808.0,"EUR","intermedio","completo","remoto",4,8,"2024-04-25","2024-05-18",764,5.7,"Austria"
"AI01587",12,5,141179.0,"EUR","avanzado","temporal","remoto",7,1,"2024-04-07","2024-06-03",1342,6.3,"Austria"
"AI01588",4,8,318090.0,"USD","ejecutivo","parcial","presencial",14,4,"2024-04-04","2024-04-23",1247,6.0,"Estados Unidos"
"AI01589",16,7,130980.0,"EUR","intermedio","temporal","remoto",3,9,"2024-07-04","2024-09-04",1109,10.0,"Países Bajos"
"AI01590",5,4,134292.0,"USD","ejecutivo","completo","presencial",13,7,"2024-11-14","2025-01-17",696,8.4,"Israel"
"AI01591",14,10,137679.0,"AUD","ejecutivo","parcial","hibrido",11,5,"2024-09-19","2024-10-31",1964,8.3,"Australia"
"AI01592",10,16,179453.0,"EUR","ejecutivo","completo","presencial",12,4,"2024-02-27","2024-04-12",996,8.9,"Francia"
"AI01593",13,5,118618.0,"USD","avanzado","autonomo","hibrido",8,9,"2025-03-29","2025-05-21",1265,7.8,"Irlanda"
"AI01594",16,7,154250.0,"USD","avanzado","parcial","presencial",7,10,"2024-11-15","2024-12-14",2495,9.0,"Finlandia"
"AI01595",11,11,63563.0,"USD","intermedio","completo","hibrido",4,15,"2025-03-13","2025-04-22",1537,5.7,"Rumania"
"AI01596",2,14,199854.0,"GBP","ejecutivo","completo","remoto",18,6,"2024-10-21","2024-12-22",660,5.3,"Reino Unido"
"AI01597",13,1,123361.0,"EUR","avanzado","autonomo","presencial",6,13,"2024-09-27","2024-10-14",1538,8.9,"Alemania"
"AI01598",6,4,103643.0,"USD","avanzado","temporal","presencial",6,15,"2024-12-11","2025-02-19",858,8.8,"Portugal"
"AI01599",1,7,61632.0,"USD","intermedio","temporal","presencial",4,12,"2024-01-06","2024-02-16",607,6.5,"Reino Unido"
"AI01600",3,6,64782.0,"USD","principiante","temporal","hibrido",0,2,"2025-02-04","2025-03-03",942,8.1,"Corea del Sur"
"AI01601",7,5,160583.0,"USD","avanzado","autonomo","remoto",7,9,"2024-01-24","2024-03-28",1801,8.0,"Francia"
"AI01602",19,8,259300.0,"SGD","ejecutivo","temporal","remoto",16,9,"2025-03-10","2025-05-12",1482,5.3,"Singapur"
"AI01603",14,13,99029.0,"EUR","intermedio","parcial","remoto",2,9,"2024-08-18","2024-10-04",1003,9.3,"Países Bajos"
"AI01604",9,14,84037.0,"USD","principiante","temporal","remoto",1,11,"2024-11-20","2024-12-31",1267,6.6,"Irlanda"
"AI01605",4,13,70093.0,"USD","intermedio","completo","presencial",2,6,"2024-11-23","2025-01-06",945,9.4,"Egipto"
"AI01606",2,10,133209.0,"EUR","avanzado","completo","presencial",9,9,"2025-02-14","2025-03-15",1859,6.7,"Malasia"
"AI01607",2,6,116248.0,"USD","avanzado","autonomo","remoto",9,1,"2024-08-10","2024-10-21",1971,5.7,"Suecia"
"AI01608",11,3,62383.0,"CAD","principiante","parcial","remoto",0,13,"2024-06-18","2024-08-10",1148,9.2,"Canada"
"AI01609",6,12,192600.0,"CHF","ejecutivo","temporal","remoto",12,1,"2024-06-09","2024-08-05",1620,8.0,"Suiza"
"AI01610",17,15,91590.0,"CAD","intermedio","parcial","presencial",2,8,"2024-11-18","2025-01-06",770,7.2,"Canada"
"AI01611",6,6,102798.0,"USD","avanzado","autonomo","hibrido",7,12,"2025-03-15","2025-04-07",1954,8.6,"Corea del Sur"
"AI01612",14,3,103697.0,"EUR","intermedio","completo","presencial",2,13,"2024-05-18","2024-07-01",1173,9.2,"Alemania"
"AI01613",7,8,28499.0,"USD","intermedio","temporal","presencial",2,15,"2024-01-26","2024-03-20",2350,8.9,"Brasil"
"AI01614",17,11,69768.0,"USD","intermedio","parcial","presencial",3,2,"2024-10-03","2024-11-24",2257,7.0,"Mexico"
"AI01615",17,5,71036.0,"AUD","intermedio","completo","remoto",4,12,"2024-05-08","2024-06-04",1216,7.4,"Australia"
"AI01616",1,4,121894.0,"GBP","avanzado","temporal","hibrido",7,1,"2024-04-12","2024-05-29",1233,5.3,"Reino Unido"
"AI01617",12,1,60930.0,"EUR","principiante","autonomo","hibrido",0,6,"2024-05-14","2024-06-16",1096,9.8,"Austria"
"AI01618",9,5,124442.0,"USD","avanzado","temporal","presencial",7,6,"2025-04-02","2025-06-08",970,8.2,"Finlandia"
"AI01619",4,13,88420.0,"USD","intermedio","temporal","hibrido",2,15,"2024-08-11","2024-09-04",2056,5.9,"Suecia"
"AI01620",6,14,84817.0,"USD","principiante","temporal","remoto",0,8,"2024-12-12","2025-02-01",1659,5.3,"Irlanda"
"AI01621",6,1,155811.0,"SGD","avanzado","temporal","presencial",6,10,"2024-10-09","2024-12-10",1916,5.3,"Singapur"
"AI01622",10,7,95395.0,"USD","intermedio","parcial","presencial",3,13,"2024-11-14","2025-01-12",908,8.2,"Japon"
"AI01623",19,2,82987.0,"EUR","intermedio","completo","presencial",2,12,"2024-10-30","2024-11-24",2035,5.8,"Alemania"
"AI01624",1,7,161403.0,"USD","ejecutivo","autonomo","hibrido",15,3,"2024-05-16","2024-07-15",1635,9.8,"Finlandia"
"AI01625",5,16,151191.0,"USD","avanzado","completo","presencial",8,11,"2025-04-01","2025-04-24",890,6.7,"Dinamarca"
"AI01626",11,2,92075.0,"EUR","avanzado","temporal","remoto",6,7,"2024-11-02","2024-12-05",2261,7.7,"Francia"
"AI01627",18,7,43996.0,"USD","intermedio","autonomo","remoto",2,15,"2024-02-22","2024-03-16",2422,7.2,"China"
"AI01628",20,7,25803.0,"USD","principiante","parcial","hibrido",0,4,"2024-12-30","2025-03-04",1599,7.1,"India"
"AI01629",7,6,99682.0,"USD","principiante","autonomo","presencial",0,4,"2025-03-12","2025-04-19",2193,5.3,"Ucrania"
"AI01630",18,15,108655.0,"USD","ejecutivo","parcial","presencial",17,5,"2024-05-11","2024-06-25",1410,7.9,"China"
"AI01631",11,8,79605.0,"AUD","intermedio","parcial","hibrido",3,12,"2024-05-29","2024-07-25",789,7.0,"Australia"
"AI01632",15,13,68143.0,"EUR","principiante","parcial","remoto",0,2,"2024-01-25","2024-02-23",1355,5.5,"Australia"
"AI01633",13,12,177618.0,"SGD","ejecutivo","parcial","presencial",18,11,"2024-02-08","2024-03-19",957,8.1,"Singapur"
"AI01634",5,8,220052.0,"CAD","ejecutivo","temporal","hibrido",17,13,"2025-01-02","2025-01-26",1422,9.1,"Ghana"
"AI01635",12,10,83629.0,"GBP","intermedio","parcial","remoto",2,5,"2024-04-12","2024-05-24",2018,6.2,"Dinamarca"
"AI01636",12,7,162381.0,"EUR","avanzado","completo","presencial",6,5,"2024-09-19","2024-11-27",1315,5.4,"Países Bajos"
"AI01637",11,11,124109.0,"USD","avanzado","completo","presencial",8,1,"2024-01-31","2024-03-22",1835,5.9,"Suecia"
"AI01638",10,14,59192.0,"AUD","principiante","temporal","presencial",1,13,"2024-03-28","2024-04-15",1675,6.3,"Indonesia"
"AI01639",20,7,49329.0,"USD","avanzado","parcial","presencial",7,11,"2025-01-25","2025-03-17",1500,5.9,"India"
"AI01640",18,3,76915.0,"USD","ejecutivo","completo","remoto",13,7,"2024-10-14","2024-12-13",1541,5.4,"India"
"AI01641",10,11,101027.0,"USD","ejecutivo","completo","remoto",11,13,"2024-01-28","2024-03-06",882,8.8,"China"
"AI01642",7,3,238301.0,"USD","ejecutivo","completo","remoto",13,1,"2024-10-08","2024-11-25",2043,5.7,"Noruega"
"AI01643",1,12,143521.0,"USD","avanzado","parcial","hibrido",5,14,"2024-04-26","2024-05-23",2414,8.2,"Luxemburgo"
"AI01644",20,6,139551.0,"JPY","avanzado","autonomo","remoto",7,10,"2025-01-18","2025-03-10",1243,7.0,"Luxemburgo"
"AI01645",18,2,85768.0,"EUR","principiante","autonomo","hibrido",1,15,"2025-04-09","2025-06-11",1439,9.0,"Austria"
"AI01646",3,8,252548.0,"USD","ejecutivo","autonomo","hibrido",13,6,"2024-09-12","2024-10-12",2479,6.3,"Estados Unidos"
"AI01647",14,9,116048.0,"EUR","intermedio","temporal","presencial",4,7,"2024-06-11","2024-07-18",526,9.6,"Austria"
"AI01648",2,7,29834.0,"USD","principiante","parcial","presencial",0,5,"2024-05-01","2024-05-22",1564,9.0,"China"
"AI01649",7,15,120609.0,"CAD","avanzado","completo","presencial",5,11,"2024-06-11","2024-08-09",844,6.4,"Canada"
"AI01650",5,15,79431.0,"EUR","intermedio","parcial","presencial",2,12,"2024-04-04","2024-05-09",1677,5.6,"Austria"
"AI01651",17,9,194187.0,"CAD","ejecutivo","temporal","remoto",14,8,"2024-12-14","2024-12-29",2369,8.9,"Canada"
"AI01652",9,6,177785.0,"USD","avanzado","completo","remoto",7,11,"2024-05-16","2024-06-17",1684,9.6,"Dinamarca"
"AI01653",4,14,231560.0,"USD","ejecutivo","temporal","remoto",14,13,"2024-01-04","2024-02-03",881,7.6,"Israel"
"AI01654",12,11,114280.0,"CHF","intermedio","completo","presencial",4,9,"2024-08-31","2024-10-05",695,6.9,"Suiza"
"AI01655",8,1,75014.0,"EUR","principiante","parcial","remoto",1,3,"2024-11-23","2025-01-21",1349,7.1,"Indonesia"
"AI01656",3,4,32244.0,"USD","principiante","temporal","remoto",0,2,"2024-05-23","2024-07-29",915,6.3,"India"
"AI01657",3,5,130809.0,"USD","avanzado","temporal","remoto",9,12,"2025-04-30","2025-06-29",696,8.1,"Suecia"
"AI01658",1,16,194628.0,"CAD","ejecutivo","temporal","presencial",19,12,"2024-03-03","2024-04-07",1807,8.9,"Canada"
"AI01659",8,11,31750.0,"USD","principiante","autonomo","remoto",1,11,"2024-11-23","2024-12-27",1036,5.4,"Italia"
"AI01660",18,14,72863.0,"USD","intermedio","temporal","presencial",2,9,"2024-04-12","2024-06-02",2466,5.9,"Países Bajos"
"AI01661",14,12,158698.0,"EUR","ejecutivo","temporal","remoto",11,15,"2025-04-19","2025-06-10",1473,5.6,"Francia"
"AI01662",6,14,70435.0,"USD","principiante","temporal","presencial",0,12,"2024-02-10","2024-04-19",1111,8.5,"Alemania"
"AI01663",5,2,70871.0,"USD","intermedio","completo","remoto",2,6,"2024-10-18","2024-11-07",2450,7.5,"Israel"
"AI01664",20,2,69256.0,"USD","principiante","completo","hibrido",0,14,"2025-01-01","2025-03-07",1772,8.3,"Hungria"
"AI01665",4,11,172569.0,"EUR","ejecutivo","temporal","remoto",14,6,"2025-01-08","2025-02-02",2081,6.0,"Alemania"
"AI01666",3,5,105421.0,"USD","intermedio","parcial","hibrido",4,15,"2024-10-18","2024-12-20",1129,5.0,"Países Bajos"
"AI01667",17,6,280936.0,"USD","ejecutivo","parcial","presencial",13,3,"2024-01-27","2024-03-16",2149,7.9,"Irlanda"
"AI01668",20,5,244804.0,"USD","ejecutivo","completo","remoto",12,12,"2025-01-24","2025-03-17",2021,9.3,"Dinamarca"
"AI01669",14,16,116583.0,"USD","intermedio","parcial","remoto",2,1,"2024-01-17","2024-01-31",2075,9.1,"Colombia"
"AI01670",4,15,44363.0,"USD","avanzado","temporal","hibrido",9,7,"2024-10-25","2024-12-03",1663,6.6,"India"
"AI01671",5,9,103234.0,"GBP","intermedio","completo","hibrido",4,13,"2024-06-25","2024-08-29",1363,8.2,"Nigeria"
"AI01672",20,9,241862.0,"USD","ejecutivo","autonomo","presencial",17,14,"2025-02-21","2025-04-22",1897,5.9,"Francia"
"AI01673",1,7,61352.0,"USD","ejecutivo","parcial","remoto",19,6,"2025-01-31","2025-04-11",901,9.7,"Argentina"
"AI01674",9,14,247449.0,"USD","ejecutivo","completo","hibrido",16,15,"2025-04-11","2025-05-19",1591,6.1,"Irlanda"
"AI01675",19,11,91517.0,"USD","intermedio","temporal","remoto",4,11,"2025-01-05","2025-01-24",1982,6.5,"Dinamarca"
"AI01676",8,2,231797.0,"EUR","ejecutivo","parcial","remoto",13,14,"2024-11-02","2024-11-18",1062,7.4,"Israel"
"AI01677",12,14,29053.0,"USD","principiante","completo","remoto",1,3,"2024-05-17","2024-06-15",503,5.3,"China"
"AI01678",1,10,38480.0,"USD","intermedio","completo","hibrido",2,6,"2025-03-25","2025-05-06",2254,5.6,"India"
"AI01679",1,8,49357.0,"USD","principiante","completo","presencial",1,1,"2024-07-02","2024-07-31",2422,5.9,"Finlandia"
"AI01680",16,15,100391.0,"CAD","avanzado","completo","hibrido",9,7,"2024-10-05","2024-12-02",1941,5.7,"Nigeria"
"AI01681",13,10,72840.0,"CHF","principiante","autonomo","hibrido",0,5,"2024-02-28","2024-03-19",2048,5.0,"Suiza"
"AI01682",1,11,265397.0,"EUR","ejecutivo","autonomo","remoto",16,14,"2024-07-24","2024-08-21",1192,5.9,"Alemania"
"AI01683",19,1,92492.0,"AUD","principiante","autonomo","remoto",0,6,"2024-05-26","2024-07-24",1700,9.4,"Australia"
"AI01684",15,3,110408.0,"USD","avanzado","temporal","presencial",7,4,"2024-09-25","2024-12-01",2267,10.0,"Suecia"
"AI01685",19,5,139699.0,"EUR","ejecutivo","completo","hibrido",19,3,"2024-07-25","2024-08-31",582,9.1,"Irlanda"
"AI01686",13,4,80747.0,"EUR","intermedio","temporal","hibrido",3,8,"2024-02-22","2024-03-09",1345,7.1,"Países Bajos"
"AI01687",1,9,86520.0,"EUR","intermedio","autonomo","remoto",4,3,"2024-07-08","2024-09-05",1578,6.4,"Nigeria"
"AI01688",15,6,55997.0,"USD","ejecutivo","temporal","hibrido",12,15,"2025-03-25","2025-05-28",1550,5.4,"Israel"
"AI01689",12,5,107119.0,"SGD","intermedio","parcial","remoto",3,1,"2024-04-22","2024-06-21",2417,5.3,"Singapur"
"AI01690",17,8,117336.0,"EUR","avanzado","completo","presencial",9,6,"2024-08-23","2024-09-10",1052,6.3,"Malasia"
"AI01691",2,1,164003.0,"EUR","ejecutivo","parcial","presencial",16,10,"2024-03-09","2024-03-25",645,6.0,"Vietnam"
"AI01692",4,6,109093.0,"USD","intermedio","autonomo","hibrido",4,15,"2025-04-26","2025-06-12",2262,8.6,"Irlanda"
"AI01693",11,8,60847.0,"USD","principiante","autonomo","hibrido",0,15,"2024-12-19","2025-02-26",1775,7.8,"Irlanda"
"AI01694",10,16,64394.0,"USD","intermedio","completo","presencial",4,5,"2024-01-24","2024-02-20",1682,9.2,"Sudafrica"
"AI01695",9,11,56336.0,"USD","principiante","completo","remoto",1,1,"2024-12-15","2025-01-23",1402,9.9,"Suecia"
"AI01696",6,16,151360.0,"JPY","ejecutivo","parcial","hibrido",11,1,"2024-05-26","2024-07-29",2089,5.4,"Japon"
"AI01697",2,4,108867.0,"EUR","avanzado","autonomo","hibrido",7,2,"2024-07-15","2024-09-15",1367,6.6,"Países Bajos"
"AI01698",6,9,163581.0,"EUR","avanzado","temporal","hibrido",8,2,"2024-10-15","2024-12-01",1213,8.5,"Alemania"
"AI01699",10,2,111866.0,"JPY","intermedio","completo","presencial",2,13,"2024-11-04","2024-12-30",1683,9.3,"Japon"
"AI01700",19,13,56511.0,"USD","principiante","temporal","hibrido",0,13,"2024-10-29","2024-11-30",2130,7.1,"Israel"
"AI01701",19,1,40401.0,"USD","intermedio","temporal","remoto",4,9,"2024-05-11","2024-06-10",2122,9.1,"China"
"AI01702",17,15,130250.0,"CHF","intermedio","autonomo","presencial",2,13,"2024-03-30","2024-05-22",2139,5.0,"Hungria"
"AI01703",4,14,41173.0,"USD","intermedio","temporal","hibrido",4,13,"2025-04-29","2025-06-23",1174,6.2,"Austria"
"AI01704",3,3,69187.0,"USD","principiante","autonomo","hibrido",0,13,"2024-01-31","2024-04-04",1954,9.2,"Estados Unidos"
"AI01705",19,3,80973.0,"USD","ejecutivo","completo","remoto",11,11,"2024-04-07","2024-05-31",1601,7.7,"Australia"
"AI01706",12,8,117099.0,"USD","avanzado","parcial","hibrido",7,12,"2024-10-03","2024-10-20",672,6.3,"Irlanda"
"AI01707",14,12,62738.0,"USD","principiante","autonomo","presencial",1,6,"2024-02-06","2024-03-01",1244,9.7,"Canada"
"AI01708",10,16,120017.0,"EUR","intermedio","completo","remoto",4,10,"2025-02-03","2025-03-17",588,8.6,"Alemania"
"AI01709",14,10,146456.0,"USD","intermedio","autonomo","presencial",2,12,"2024-08-20","2024-10-17",1112,5.3,"Estados Unidos"
"AI01710",3,8,116585.0,"AUD","avanzado","autonomo","presencial",8,11,"2024-02-26","2024-04-21",1405,8.2,"Australia"
"AI01711",14,9,48908.0,"EUR","principiante","completo","remoto",1,9,"2024-12-28","2025-03-06",739,7.1,"Francia"
"AI01712",2,13,140368.0,"USD","intermedio","completo","presencial",2,15,"2024-06-25","2024-08-09",1177,8.6,"Noruega"
"AI01713",8,3,117338.0,"JPY","intermedio","autonomo","remoto",3,15,"2024-12-07","2025-01-22",1586,6.8,"Brasil"
"AI01714",2,9,25199.0,"USD","principiante","parcial","remoto",0,13,"2024-04-18","2024-06-22",849,9.8,"Alemania"
"AI01715",14,11,101321.0,"EUR","intermedio","completo","hibrido",3,5,"2025-03-24","2025-04-20",2449,7.7,"Francia"
"AI01716",7,1,86336.0,"USD","intermedio","completo","presencial",4,14,"2025-03-09","2025-05-21",1028,8.6,"Ghana"
"AI01717",11,4,104654.0,"JPY","intermedio","autonomo","remoto",2,11,"2024-02-24","2024-04-20",739,8.1,"Japon"
"AI01718",15,14,93107.0,"USD","intermedio","completo","presencial",3,5,"2024-03-18","2024-04-05",2334,9.5,"Mexico"
"AI01719",6,15,113304.0,"USD","intermedio","temporal","presencial",3,9,"2024-04-24","2024-05-19",517,6.1,"Noruega"
"AI01720",8,13,159382.0,"USD","ejecutivo","temporal","remoto",12,1,"2024-07-03","2024-07-18",617,8.7,"Irlanda"
"AI01721",15,5,112099.0,"USD","avanzado","autonomo","hibrido",9,13,"2024-07-03","2024-07-17",1317,8.0,"Corea del Sur"
"AI01722",2,6,106493.0,"USD","intermedio","parcial","presencial",4,12,"2025-03-27","2025-05-18",1839,7.1,"Noruega"
"AI01723",14,12,76693.0,"SGD","principiante","completo","remoto",1,12,"2025-04-14","2025-05-02",740,8.4,"Singapur"
"AI01724",19,7,145475.0,"USD","avanzado","temporal","remoto",9,11,"2025-02-11","2025-03-14",1076,8.5,"Letonia"
"AI01725",16,8,79166.0,"GBP","principiante","completo","hibrido",0,3,"2024-09-24","2024-10-08",1643,9.6,"Reino Unido"
"AI01726",14,13,187864.0,"USD","ejecutivo","autonomo","presencial",16,5,"2024-12-06","2025-01-07",921,6.1,"Suecia"
"AI01727",6,10,50080.0,"USD","principiante","temporal","remoto",1,4,"2025-01-27","2025-04-06",2110,6.6,"Israel"
"AI01728",18,11,103470.0,"JPY","intermedio","temporal","remoto",2,4,"2024-11-14","2024-12-09",1694,6.9,"Japon"
"AI01729",7,8,84323.0,"USD","intermedio","completo","hibrido",3,12,"2024-11-25","2025-01-08",1134,8.0,"Suecia"
"AI01730",5,13,71020.0,"CAD","intermedio","parcial","remoto",3,15,"2024-02-21","2024-04-23",1253,9.7,"Republica Checa"
"AI01731",19,1,74489.0,"USD","ejecutivo","autonomo","hibrido",11,9,"2024-06-03","2024-07-24",1437,9.7,"Austria"
"AI01732",10,11,55564.0,"AUD","principiante","completo","hibrido",0,1,"2025-03-22","2025-06-02",2036,6.3,"Australia"
"AI01733",6,8,84737.0,"USD","principiante","temporal","presencial",1,8,"2025-01-06","2025-02-02",1139,6.8,"Estados Unidos"
"AI01734",12,7,125029.0,"EUR","avanzado","autonomo","hibrido",5,9,"2025-01-19","2025-03-23",1740,5.6,"Francia"
