"id_trabajo","titulo","salario_usd","moneda","nivel_experiencia","tipo_contrato","localizacion","tamano_empresa","modalidad","habilidades","titulacion","anos_experiencia","industria","fecha_publicacion","fecha_limite_aplicacion","longitud_descripcion","escala_beneficios","empresa","residencia_empleado"
"AI01325","Ingeniero/a de Sistemas Autonomos",224567.0,"USD","avanzado","autonomo","Dinamarca","grande","presencial","Data Visualization, Linux, Spark, Tableau","doctorado",7,"automocion","2025-02-03","2025-03-24",1751,7.0,"Smart Analytics","India"
"AI01326","Ingeniero/a de Sistemas Autonomos",141545.0,"AUD","avanzado","autonomo","Australia","grande","presencial","Computer Vision, Mathematics, Spark","doctorado",8,"automocion","2024-10-16","2024-11-09",2451,7.8,"Digital Transformation LLC","Australia"
"AI01327","Ingeniero de Datos",56427.0,"USD","principiante","completo","Israel","pequeña","presencial","Kubernetes, SQL, Tableau","grado",1,"transporte","2025-01-26","2025-04-07",838,6.1,"Future Systems","Hungria"
"AI01328","Ingeniero de Robotica",90510.0,"USD","intermedio","temporal","Noruega","pequeña","remoto","Mathematics, Spark, SQL","doctorado",4,"minorista","2024-03-05","2024-04-01",2031,7.2,"Future Systems","China"
"AI01329","Cientifico Investigador",158669.0,"USD","ejecutivo","parcial","Israel","grande","remoto","AWS, Computer Vision, Docker, PyTorch, SQL","grado",19,"manufactura","2024-08-12","2024-08-28",1226,7.8,"Digital Transformation LLC","Israel"
"AI01330","Ingeniero de Software de IA",74539.0,"JPY","principiante","completo","Japon","grande","hibrido","AWS, GCP, Java, R, SQL","doctorado",1,"medios","2024-12-11","2024-12-30",746,5.1,"Neural Networks Co","Corea del Sur"
"AI01331","Ingeniero de Vision por Computadora",124395.0,"EUR","avanzado","autonomo","Paises Bajos","grande","presencial","Git, Python, Spark, SQL, TensorFlow","tecnico superior",9,"energia","2025-04-15","2025-06-10",2301,9.2,"DataVision Ltd","Rusia"
"AI01332","Investigador de IA",174114.0,"USD","ejecutivo","parcial","Estados Unidos","grande","presencial","Data Visualization, Kubernetes, MLOps, Python, Tableau","grado",10,"inmobiliaria","2024-05-15","2024-06-13",2132,7.0,"Digital Transformation LLC","Estados Unidos"
"AI01333","Ingeniero/a de Sistemas Autonomos",321202.0,"CHF","ejecutivo","temporal","Suiza","pequeña","presencial","Computer Vision, Linux, Scala","doctorado",19,"telecomunicaciones","2024-01-14","2024-03-27",1102,9.8,"Advanced Robotics","Suiza"
"AI01334","Ingeniero de Procesamiento de Lenguaje Natural",73469.0,"USD","intermedio","autonomo","Suecia","grande","presencial","Hadoop, Python, TensorFlow","grado",3,"medios","2024-02-02","2024-04-08",1664,8.2,"DataVision Ltd","Suecia"
"AI01335","Ingeniero/a de Operaciones de Aprendizaje Automatico",142197.0,"USD","avanzado","parcial","Suecia","grande","hibrido","GCP, NLP, PyTorch, R","master",8,"medios","2025-03-31","2025-05-14",1349,7.3,"Digital Transformation LLC","Finlandia"
"AI01336","Investigador/a en Machine Learning",157699.0,"EUR","ejecutivo","parcial","Francia","grande","hibrido","GCP, Python, Scala","grado",19,"consultoria","2024-11-05","2024-12-03",1625,7.9,"Cognitive Computing","Francia"
"AI01337","Cientifico Investigador",101213.0,"USD","avanzado","temporal","Finlandia","pequeña","remoto","Git, Scala, SQL, Statistics","grado",9,"inmobiliaria","2025-04-06","2025-04-28",801,5.1,"Predictive Systems","Finlandia"
"AI01338","Arquitecto de IA",84729.0,"USD","intermedio","temporal","Suecia","mediana","remoto","Hadoop, Python, Scala, Spark","tecnico superior",3,"automocion","2024-04-07","2024-05-31",1053,9.3,"TechCorp Inc","Nueva Zelanda"
"AI01339","Ingeniero de Robotica",87739.0,"CHF","principiante","temporal","Suiza","grande","presencial","Java, Linux, R, SQL, Statistics","doctorado",0,"finanzas","2024-10-09","2024-10-28",2211,10.0,"AI Innovations","Suiza"
"AI01340","Ingeniero/a de Sistemas Autonomos",30121.0,"USD","principiante","autonomo","China","grande","hibrido","Docker, PyTorch, R","doctorado",0,"manufactura","2024-04-08","2024-06-19",1586,8.1,"Digital Transformation LLC","España"
"AI01341","Ingeniero de Aprendizaje Automatico",100916.0,"JPY","intermedio","temporal","Japon","mediana","hibrido","MLOps, Python, Scala","grado",2,"inmobiliaria","2024-03-17","2024-05-15",2096,5.6,"DeepTech Ventures","Japon"
"AI01342","Ingeniero de Vision por Computadora",55277.0,"USD","principiante","autonomo","Israel","mediana","hibrido","Computer Vision, GCP, Git, Kubernetes, R","tecnico superior",0,"finanzas","2024-08-28","2024-09-24",1348,6.9,"DeepTech Ventures","Israel"
"AI01343","Ingeniero/a de Operaciones de Aprendizaje Automatico",113420.0,"USD","intermedio","parcial","Irlanda","grande","presencial","MLOps, Python, Tableau, TensorFlow","master",4,"manufactura","2025-02-04","2025-03-31",858,7.3,"Digital Transformation LLC","Rumania"
"AI01344","Ingeniero de Aprendizaje Automatico",50194.0,"USD","principiante","autonomo","Finlandia","grande","presencial","Deep Learning, Java, Python, Scala, SQL","grado",1,"automocion","2025-02-08","2025-04-11",664,8.1,"DataVision Ltd","Finlandia"
"AI01345","Director/a de Inteligencia Artificial",98859.0,"USD","ejecutivo","temporal","India","pequeña","hibrido","Azure, Deep Learning, Kubernetes, Python, Statistics","doctorado",14,"consultoria","2024-04-25","2024-06-20",1997,9.2,"Predictive Systems","India"
"AI01346","Ingeniero de Aprendizaje Profundo",195373.0,"CHF","avanzado","autonomo","Suiza","grande","remoto","Git, PyTorch, Tableau","grado",7,"finanzas","2025-02-21","2025-03-21",555,7.2,"Cloud AI Solutions","Suiza"
"AI01347","Ingeniero de Software de IA",150038.0,"AUD","avanzado","temporal","Australia","grande","remoto","Mathematics, Python, SQL, TensorFlow","doctorado",8,"automocion","2024-04-26","2024-05-21",2430,5.8,"Autonomous Tech","Australia"
"AI01348","Ingeniero de Software de IA",46960.0,"USD","principiante","parcial","Corea del Sur","grande","remoto","Azure, Data Visualization, NLP","doctorado",1,"politica","2024-05-21","2024-07-18",2271,9.1,"Autonomous Tech","Chile"
"AI01349","Cientifico Investigador",256508.0,"EUR","ejecutivo","autonomo","Alemania","mediana","presencial","Data Visualization, Deep Learning, Docker, R, Scala","grado",14,"politica","2024-07-04","2024-08-28",1511,7.0,"DeepTech Ventures","Alemania"
"AI01350","Cientifico/a de Datos Principal",123766.0,"GBP","intermedio","temporal","Reino Unido","grande","hibrido","Computer Vision, Python, PyTorch, R, TensorFlow","grado",4,"minorista","2024-06-14","2024-07-20",868,5.9,"Neural Networks Co","Reino Unido"
"AI01351","Analista de Datos",138655.0,"EUR","avanzado","parcial","Alemania","grande","hibrido","Deep Learning, Hadoop, Kubernetes, NLP","tecnico superior",9,"tecnologia","2024-03-10","2024-04-09",1039,6.2,"Digital Transformation LLC","Alemania"
"AI01352","Ingeniero de Software de IA",112307.0,"EUR","intermedio","completo","Paises Bajos","pequeña","presencial","Azure, Java, Linux, Python, TensorFlow","doctorado",3,"politica","2024-05-04","2024-06-30",1320,9.4,"Future Systems","Vietnam"
"AI01353","Gerente de Producto de IA",75008.0,"USD","ejecutivo","completo","India","grande","hibrido","PyTorch, Scala, Spark, Tableau, TensorFlow","tecnico superior",15,"minorista","2024-09-23","2024-10-29",1493,8.0,"Algorithmic Solutions","Nueva Zelanda"
"AI01354","Ingeniero de Robotica",72038.0,"USD","intermedio","temporal","Corea del Sur","mediana","hibrido","AWS, Docker, GCP, Python","doctorado",3,"energia","2024-05-01","2024-06-26",2322,5.3,"DeepTech Ventures","Corea del Sur"
"AI01355","Ingeniero de Software de IA",141038.0,"USD","avanzado","temporal","Finlandia","grande","remoto","Deep Learning, Linux, MLOps, Python, Statistics","doctorado",6,"transporte","2025-04-06","2025-04-25",1720,7.3,"Algorithmic Solutions","Finlandia"
"AI01356","Investigador de IA",113496.0,"USD","avanzado","temporal","Israel","grande","hibrido","R, Spark, TensorFlow","grado",9,"inmobiliaria","2024-10-29","2024-11-13",542,8.3,"Neural Networks Co","Israel"
"AI01357","Ingeniero de Vision por Computadora",100144.0,"EUR","avanzado","autonomo","Francia","grande","presencial","PyTorch, Tableau, TensorFlow","tecnico superior",8,"salud","2024-09-18","2024-10-22",1494,5.8,"Cloud AI Solutions","Francia"
"AI01358","Investigador de IA",210470.0,"SGD","ejecutivo","parcial","Singapur","grande","presencial","Azure, Hadoop, Java, PyTorch","grado",12,"inmobiliaria","2024-07-05","2024-07-25",1609,8.3,"Autonomous Tech","Singapur"
"AI01359","Director/a de Inteligencia Artificial",66974.0,"CAD","intermedio","completo","Canada","pequeña","remoto","Docker, Python, PyTorch, TensorFlow","doctorado",3,"medios","2024-07-03","2024-08-14",2141,7.4,"Future Systems","Canada"
"AI01360","Ingeniero/a de Sistemas Autonomos",137007.0,"EUR","avanzado","completo","Paises Bajos","grande","remoto","Azure, Computer Vision, PyTorch, Scala, SQL","doctorado",8,"politica","2025-03-10","2025-05-02",1033,6.7,"Cognitive Computing","Malasia"
"AI01361","Ingeniero de Aprendizaje Automatico",80135.0,"USD","intermedio","temporal","Irlanda","grande","hibrido","AWS, Data Visualization, GCP, NLP, SQL","grado",4,"politica","2024-07-23","2024-10-01",2267,8.8,"Smart Analytics","Irlanda"
"AI01362","Cientifico Investigador",158546.0,"EUR","avanzado","completo","Paises Bajos","grande","hibrido","Computer Vision, Docker, Hadoop, R, SQL","grado",9,"manufactura","2024-02-03","2024-04-09",2352,9.9,"Algorithmic Solutions","Países Bajos"
"AI01363","Ingeniero de Aprendizaje Profundo",194317.0,"USD","ejecutivo","completo","Dinamarca","grande","remoto","GCP, Git, Kubernetes, Tableau","grado",19,"energia","2024-03-31","2024-06-02",1493,7.2,"Digital Transformation LLC","Dinamarca"
"AI01364","Director/a de Inteligencia Artificial",83493.0,"EUR","intermedio","temporal","Paises Bajos","pequeña","hibrido","GCP, Java, Spark","doctorado",2,"automocion","2024-05-26","2024-06-10",2305,6.9,"Predictive Systems","Países Bajos"
"AI01365","Analista de Datos",104222.0,"USD","principiante","completo","Estados Unidos","grande","remoto","Azure, Git, Hadoop, Spark, SQL","tecnico superior",1,"politica","2024-12-06","2025-01-01",1541,5.3,"AI Innovations","Malasia"
"AI01366","Ingeniero/a de Sistemas Autonomos",49854.0,"USD","intermedio","temporal","China","grande","remoto","Computer Vision, Hadoop, Kubernetes, Python, Spark","doctorado",4,"automocion","2025-01-06","2025-01-28",2345,6.9,"Cloud AI Solutions","China"
"AI01367","Ingeniero/a de Sistemas Autonomos",158519.0,"CAD","ejecutivo","temporal","Canada","mediana","hibrido","AWS, Hadoop, Mathematics, PyTorch, SQL","doctorado",14,"politica","2025-03-07","2025-04-26",2403,9.8,"TechCorp Inc","Canada"
"AI01368","Ingeniero/a de Sistemas Autonomos",180734.0,"USD","avanzado","parcial","Estados Unidos","pequeña","hibrido","Java, Linux, Python","doctorado",6,"tecnologia","2024-02-12","2024-04-09",2239,6.3,"Machine Intelligence Group","Estados Unidos"
"AI01369","Ingeniero/a de Operaciones de Aprendizaje Automatico",261993.0,"USD","ejecutivo","parcial","Irlanda","grande","presencial","GCP, Mathematics, NLP, SQL","master",11,"telecomunicaciones","2025-04-11","2025-05-10",2341,5.4,"Cognitive Computing","Rusia"
"AI01370","Ingeniero de Robotica",98054.0,"USD","avanzado","completo","Finlandia","grande","presencial","AWS, Git, MLOps, PyTorch, SQL","doctorado",9,"videojuegos","2024-01-08","2024-03-04",950,9.8,"DataVision Ltd","Finlandia"
"AI01371","Gerente de Producto de IA",82903.0,"USD","intermedio","parcial","Corea del Sur","grande","hibrido","Docker, Mathematics, NLP","tecnico superior",4,"videojuegos","2024-12-24","2025-03-05",2095,8.2,"Algorithmic Solutions","Corea del Sur"
"AI01372","Ingeniero de Software de IA",121557.0,"USD","intermedio","autonomo","Irlanda","grande","remoto","GCP, Kubernetes, Scala, Statistics","doctorado",4,"educacion","2024-08-27","2024-10-09",1642,8.2,"Cognitive Computing","Irlanda"
"AI01373","Analista de Datos",172640.0,"USD","avanzado","completo","Noruega","grande","hibrido","Kubernetes, Linux, SQL","tecnico superior",6,"manufactura","2024-11-08","2024-12-31",1912,6.7,"DataVision Ltd","Noruega"
"AI01374","Gerente de Producto de IA",122704.0,"EUR","avanzado","completo","Francia","pequeña","hibrido","Azure, GCP, Git, SQL, Tableau","tecnico superior",9,"minorista","2024-05-24","2024-07-10",1627,9.2,"Future Systems","Francia"
"AI01375","Ingeniero de Aprendizaje Profundo",60832.0,"JPY","principiante","temporal","Japon","grande","presencial","Azure, Java, Python, Tableau","grado",1,"transporte","2024-06-07","2024-08-17",2416,5.8,"AI Innovations","Japon"
"AI01376","Investigador de IA",134265.0,"USD","ejecutivo","autonomo","Corea del Sur","grande","presencial","AWS, GCP, Kubernetes, Mathematics","grado",19,"medios","2024-09-27","2024-11-06",635,7.2,"Cloud AI Solutions","Corea del Sur"
"AI01377","Ingeniero de Aprendizaje Automatico",65618.0,"USD","principiante","completo","Dinamarca","grande","remoto","Computer Vision, Git, Hadoop, Linux, R","grado",1,"videojuegos","2025-03-15","2025-04-08",508,5.4,"Neural Networks Co","Tailandia"
"AI01378","Ingeniero de Procesamiento de Lenguaje Natural",104745.0,"GBP","avanzado","autonomo","Reino Unido","grande","remoto","Data Visualization, Docker, Linux, R","grado",7,"politica","2025-02-01","2025-03-13",1749,9.3,"DataVision Ltd","Dinamarca"
"AI01379","Ingeniero de Software de IA",53253.0,"GBP","principiante","autonomo","Reino Unido","grande","hibrido","Azure, Hadoop, PyTorch, Spark, TensorFlow","doctorado",0,"tecnologia","2025-04-11","2025-06-03",652,9.0,"Cloud AI Solutions","Reino Unido"
"AI01380","Ingeniero de Vision por Computadora",166691.0,"JPY","ejecutivo","parcial","Japon","mediana","remoto","Deep Learning, Mathematics, PyTorch, R, Scala","tecnico superior",14,"automocion","2024-05-17","2024-06-10",1849,7.0,"DeepTech Ventures","Japon"
"AI01381","Ingeniero de Vision por Computadora",146267.0,"CAD","ejecutivo","parcial","Canada","mediana","presencial","Docker, R, Scala","tecnico superior",10,"videojuegos","2025-01-10","2025-02-13",2428,7.0,"DeepTech Ventures","Canada"
"AI01382","Consultor de IA",97969.0,"USD","avanzado","completo","Finlandia","pequeña","presencial","MLOps, PyTorch, Spark, Tableau","doctorado",9,"energia","2024-06-09","2024-07-07",530,9.7,"Advanced Robotics","Finlandia"
"AI01383","Cientifico/a de Datos Principal",206614.0,"CAD","ejecutivo","parcial","Canada","pequeña","remoto","Hadoop, Kubernetes, R","grado",14,"politica","2024-02-11","2024-03-20",874,6.2,"Machine Intelligence Group","Irlanda"
"AI01384","Analista de Datos",78327.0,"EUR","intermedio","completo","Austria","grande","presencial","Data Visualization, Mathematics, NLP","tecnico superior",3,"consultoria","2024-06-29","2024-08-23",2076,5.7,"AI Innovations","Austria"
"AI01385","Ingeniero de Robotica",70510.0,"EUR","principiante","parcial","Austria","grande","presencial","Python, R, Statistics, Tableau, TensorFlow","doctorado",0,"videojuegos","2024-08-28","2024-09-29",912,7.1,"DataVision Ltd","Turquia"
"AI01386","Analista de Datos",41791.0,"USD","avanzado","completo","India","grande","remoto","Hadoop, Linux, Mathematics, SQL","tecnico superior",7,"medios","2024-12-02","2025-01-11",2227,9.7,"Algorithmic Solutions","India"
"AI01387","Consultor de IA",115800.0,"EUR","intermedio","autonomo","Austria","grande","hibrido","Python, PyTorch, Spark, TensorFlow","doctorado",3,"medios","2025-02-02","2025-03-29",1284,7.9,"Digital Transformation LLC","Luxemburgo"
"AI01388","Ingeniero de Aprendizaje Automatico",113860.0,"USD","avanzado","parcial","Finlandia","grande","remoto","Docker, Python, PyTorch, SQL","grado",6,"salud","2024-05-02","2024-07-11",1096,8.5,"AI Innovations","Suecia"
"AI01389","Analista de Datos",181595.0,"USD","avanzado","completo","Estados Unidos","grande","remoto","Data Visualization, Docker, Hadoop, PyTorch, Spark","tecnico superior",7,"automocion","2024-12-31","2025-03-10",1181,8.7,"Digital Transformation LLC","Estados Unidos"
"AI01390","Gerente de Producto de IA",157567.0,"EUR","ejecutivo","completo","Austria","pequeña","hibrido","Azure, Deep Learning, Hadoop, Java","tecnico superior",18,"finanzas","2024-01-14","2024-02-22",2191,5.6,"Quantum Computing Inc","Israel"
"AI01391","Ingeniero/a de Sistemas Autonomos",124885.0,"EUR","intermedio","autonomo","Paises Bajos","grande","presencial","AWS, Linux, PyTorch, Spark, SQL","doctorado",4,"automocion","2024-12-11","2025-01-11",1416,9.2,"Smart Analytics","Países Bajos"
"AI01392","Ingeniero de Procesamiento de Lenguaje Natural",123910.0,"USD","ejecutivo","autonomo","Irlanda","grande","hibrido","Computer Vision, Git, PyTorch, Tableau","grado",16,"transporte","2024-09-22","2024-11-24",1656,8.0,"Neural Networks Co","Irlanda"
"AI01393","Especialista en IA",137838.0,"USD","avanzado","autonomo","Suecia","grande","presencial","Kubernetes, Mathematics, MLOps, Python, Tableau","doctorado",8,"videojuegos","2024-07-12","2024-08-07",732,7.8,"Cloud AI Solutions","Belgica"
"AI01394","Ingeniero de Datos",313735.0,"USD","ejecutivo","completo","Dinamarca","grande","presencial","Kubernetes, Linux, NLP","grado",12,"salud","2024-12-16","2025-01-06",1940,6.7,"Neural Networks Co","Dinamarca"
"AI01395","Ingeniero de Vision por Computadora",96380.0,"USD","principiante","parcial","Dinamarca","grande","hibrido","Kubernetes, Python, Statistics","tecnico superior",0,"medios","2024-10-12","2024-11-30",1399,9.0,"Digital Transformation LLC","Irlanda"
"AI01396","Ingeniero de Datos",63171.0,"EUR","principiante","temporal","Paises Bajos","grande","remoto","AWS, Hadoop, Scala","grado",0,"automocion","2024-12-24","2025-03-03",561,8.8,"AI Innovations","Países Bajos"
"AI01397","Especialista en IA",123969.0,"USD","avanzado","completo","Suecia","pequeña","presencial","GCP, PyTorch, SQL","doctorado",9,"energia","2025-04-01","2025-04-22",1527,9.8,"Quantum Computing Inc","Suecia"
"AI01398","Analista de Datos",54611.0,"EUR","principiante","temporal","Francia","pequeña","presencial","Computer Vision, Linux, Python, PyTorch, TensorFlow","tecnico superior",0,"tecnologia","2024-12-11","2024-12-26",865,9.0,"Machine Intelligence Group","Francia"
"AI01399","Ingeniero de Aprendizaje Automatico",119705.0,"USD","intermedio","parcial","Dinamarca","pequeña","presencial","AWS, Docker, MLOps, Python, R","grado",3,"educacion","2024-03-23","2024-06-02",1556,7.2,"Quantum Computing Inc","Suiza"
"AI01400","Ingeniero/a de Sistemas Autonomos",173697.0,"CHF","avanzado","autonomo","Suiza","grande","hibrido","AWS, Python, Scala","doctorado",9,"medios","2025-01-09","2025-03-23",927,8.2,"Algorithmic Solutions","China"
"AI01401","Cientifico de Datos",144553.0,"AUD","avanzado","temporal","Australia","grande","presencial","Data Visualization, Linux, MLOps, R","grado",6,"telecomunicaciones","2024-07-22","2024-09-21",1806,5.8,"AI Innovations","Corea del Sur"
"AI01402","Cientifico Investigador",76409.0,"GBP","intermedio","autonomo","Reino Unido","grande","hibrido","AWS, Hadoop, PyTorch","grado",2,"politica","2024-10-29","2024-11-12",2125,8.3,"DataVision Ltd","Brasil"
"AI01403","Ingeniero de Procesamiento de Lenguaje Natural",105022.0,"AUD","avanzado","completo","Australia","grande","presencial","Data Visualization, Deep Learning, GCP, Mathematics, Python","grado",8,"politica","2024-01-11","2024-03-12",1947,8.4,"Cognitive Computing","Japon"
"AI01404","Ingeniero de Datos",147919.0,"AUD","avanzado","parcial","Australia","grande","presencial","Azure, Linux, Mathematics, TensorFlow","grado",8,"manufactura","2024-05-20","2024-07-28",1479,7.6,"Neural Networks Co","Australia"
"AI01405","Ingeniero de Datos",105054.0,"CHF","principiante","temporal","Suiza","pequeña","remoto","Azure, Data Visualization, Java","grado",0,"tecnologia","2024-03-06","2024-04-21",740,5.3,"Advanced Robotics","Suiza"
"AI01406","Arquitecto de IA",168883.0,"USD","ejecutivo","parcial","Corea del Sur","mediana","hibrido","PyTorch, R, Spark, TensorFlow","tecnico superior",17,"politica","2024-04-02","2024-04-28",1976,5.5,"TechCorp Inc","Corea del Sur"
"AI01407","Arquitecto de IA",54905.0,"USD","principiante","parcial","Finlandia","pequeña","hibrido","Azure, Hadoop, Mathematics, Python, SQL","tecnico superior",0,"politica","2025-02-24","2025-03-31",1770,6.6,"Machine Intelligence Group","Malasia"
"AI01408","Cientifico de Datos",73214.0,"USD","ejecutivo","temporal","China","pequeña","hibrido","AWS, PyTorch, SQL, Statistics","grado",19,"politica","2024-01-14","2024-03-03",1326,8.6,"Future Systems","China"
"AI01409","Ingeniero de Vision por Computadora",75589.0,"USD","intermedio","parcial","Corea del Sur","grande","hibrido","Computer Vision, Linux, Python, Statistics","tecnico superior",4,"automocion","2024-02-11","2024-04-16",2026,7.2,"Digital Transformation LLC","Corea del Sur"
"AI01410","Ingeniero de Robotica",104795.0,"CHF","principiante","temporal","Suiza","pequeña","hibrido","Deep Learning, Java, Linux, Python, TensorFlow","doctorado",1,"telecomunicaciones","2025-04-06","2025-05-28",1865,6.6,"Future Systems","Japon"
"AI01411","Arquitecto de IA",19456.0,"USD","principiante","temporal","India","grande","presencial","AWS, Deep Learning, GCP, Java, Spark","tecnico superior",1,"automocion","2024-02-24","2024-03-11",1072,9.7,"Autonomous Tech","India"
"AI01412","Ingeniero de Datos",212599.0,"EUR","ejecutivo","completo","Austria","mediana","hibrido","Docker, Linux, Python, SQL","grado",13,"automocion","2024-07-11","2024-07-27",1697,10.0,"DeepTech Ventures","Austria"
"AI01413","Investigador de IA",63226.0,"JPY","principiante","temporal","Japon","grande","presencial","Deep Learning, Hadoop, Python, TensorFlow","grado",1,"politica","2024-10-04","2024-12-07",963,6.7,"Cloud AI Solutions","Japon"
"AI01414","Arquitecto de IA",188891.0,"USD","avanzado","parcial","Estados Unidos","mediana","presencial","Linux, Python, SQL","tecnico superior",5,"automocion","2024-01-16","2024-03-01",2133,5.8,"DeepTech Ventures","Portugal"
"AI01415","Director/a de Inteligencia Artificial",45335.0,"USD","principiante","completo","Corea del Sur","pequeña","remoto","Java, Kubernetes, MLOps, NLP, SQL","doctorado",0,"manufactura","2024-06-01","2024-06-17",1381,6.3,"Predictive Systems","Corea del Sur"
"AI01416","Ingeniero de Procesamiento de Lenguaje Natural",114078.0,"GBP","intermedio","temporal","Reino Unido","grande","hibrido","GCP, Java, TensorFlow","grado",4,"tecnologia","2024-05-01","2024-05-26",1203,6.5,"Digital Transformation LLC","Reino Unido"
"AI01417","Ingeniero de Software de IA",221905.0,"USD","ejecutivo","autonomo","Noruega","grande","presencial","Hadoop, Scala, SQL","doctorado",16,"videojuegos","2024-11-19","2024-12-05",1585,5.9,"Algorithmic Solutions","Noruega"
"AI01418","Cientifico/a de Datos Principal",34898.0,"USD","intermedio","autonomo","China","grande","remoto","Git, Kubernetes, Linux, R, SQL","grado",4,"minorista","2025-01-17","2025-02-14",1878,7.1,"AI Innovations","China"
"AI01419","Ingeniero/a de Sistemas Autonomos",288283.0,"USD","ejecutivo","autonomo","Irlanda","grande","hibrido","Git, Kubernetes, Spark, Statistics, Tableau","doctorado",17,"consultoria","2024-01-31","2024-03-21",882,7.1,"Cloud AI Solutions","Vietnam"
"AI01420","Ingeniero de Robotica",75188.0,"USD","intermedio","completo","Irlanda","mediana","hibrido","Azure, Git, Python","doctorado",3,"politica","2025-04-11","2025-05-26",1123,9.0,"TechCorp Inc","Ucrania"
"AI01421","Cientifico/a de Datos Principal",87149.0,"USD","principiante","autonomo","Dinamarca","mediana","hibrido","Azure, Data Visualization, Docker, Kubernetes, SQL","grado",1,"inmobiliaria","2024-11-02","2024-11-18",1009,7.4,"TechCorp Inc","Italia"
"AI01422","Ingeniero de Robotica",91150.0,"USD","intermedio","temporal","Noruega","pequeña","hibrido","Computer Vision, Java, Python","doctorado",4,"minorista","2024-06-05","2024-08-04",2308,7.0,"Quantum Computing Inc","Noruega"
"AI01423","Cientifico Investigador",126040.0,"AUD","avanzado","autonomo","Australia","mediana","hibrido","Docker, Mathematics, Spark, SQL","grado",9,"manufactura","2024-05-07","2024-06-21",2052,9.9,"DeepTech Ventures","Australia"
"AI01424","Investigador de IA",187737.0,"USD","ejecutivo","completo","Suecia","pequeña","presencial","Computer Vision, Java, Mathematics, R","grado",15,"politica","2024-03-30","2024-04-25",1706,7.0,"Machine Intelligence Group","Suecia"
"AI01425","Gerente de Producto de IA",125535.0,"USD","intermedio","parcial","Estados Unidos","mediana","presencial","GCP, Hadoop, PyTorch, Scala","tecnico superior",3,"minorista","2024-06-17","2024-07-16",2147,7.7,"TechCorp Inc","Estados Unidos"
"AI01426","Gerente de Producto de IA",373536.0,"USD","ejecutivo","autonomo","Noruega","mediana","remoto","Kubernetes, NLP, Spark","tecnico superior",10,"tecnologia","2025-03-20","2025-05-22",730,9.4,"DeepTech Ventures","Noruega"
"AI01427","Ingeniero de Aprendizaje Profundo",100732.0,"CHF","principiante","completo","Suiza","pequeña","remoto","Hadoop, Kubernetes, Python, Tableau","grado",1,"medios","2024-06-16","2024-07-30",1200,10.0,"Predictive Systems","Suiza"
"AI01428","Ingeniero de Datos",212371.0,"GBP","ejecutivo","completo","Reino Unido","grande","hibrido","Hadoop, Java, Kubernetes, Scala, Tableau","grado",15,"consultoria","2025-03-06","2025-03-20",615,9.5,"Autonomous Tech","Reino Unido"
"AI01429","Ingeniero de Software de IA",65466.0,"EUR","principiante","parcial","Alemania","pequeña","presencial","Mathematics, PyTorch, Statistics","doctorado",1,"finanzas","2024-03-25","2024-05-04",1943,8.2,"Quantum Computing Inc","Alemania"
"AI01430","Ingeniero de Vision por Computadora",109204.0,"SGD","intermedio","parcial","Singapur","grande","hibrido","Data Visualization, Mathematics, MLOps, Tableau","tecnico superior",3,"minorista","2024-09-15","2024-11-16",1841,5.3,"AI Innovations","Nigeria"
"AI01431","Ingeniero de Datos",72736.0,"JPY","intermedio","temporal","Japon","grande","hibrido","Data Visualization, Python, PyTorch, R","grado",2,"telecomunicaciones","2025-02-13","2025-03-21",1794,8.9,"AI Innovations","Alemania"
"AI01432","Ingeniero/a de Sistemas Autonomos",20520.0,"USD","principiante","autonomo","India","grande","remoto","GCP, Hadoop, Kubernetes, R, Spark","doctorado",0,"videojuegos","2024-07-21","2024-08-07",2201,8.9,"Cloud AI Solutions","Israel"
"AI01433","Arquitecto de IA",158930.0,"USD","ejecutivo","parcial","Irlanda","mediana","remoto","Mathematics, PyTorch, Spark","tecnico superior",19,"transporte","2025-01-29","2025-03-23",965,7.9,"DeepTech Ventures","Irlanda"
"AI01434","Cientifico/a de Datos Principal",76074.0,"CHF","principiante","completo","Suiza","grande","remoto","MLOps, Scala, Spark","grado",0,"videojuegos","2024-06-14","2024-07-22",2169,6.0,"Cognitive Computing","Suiza"
"AI01435","Investigador/a en Machine Learning",59343.0,"EUR","principiante","completo","Francia","pequeña","presencial","Computer Vision, Kubernetes, Mathematics, NLP, Tableau","grado",1,"politica","2024-03-29","2024-05-11",690,8.2,"Advanced Robotics","Francia"
"AI01436","Cientifico de Datos",104447.0,"USD","intermedio","temporal","Estados Unidos","grande","remoto","AWS, Data Visualization, Deep Learning, Scala, TensorFlow","grado",2,"tecnologia","2024-12-10","2025-02-15",1675,8.4,"Neural Networks Co","Estados Unidos"
"AI01437","Ingeniero de Software de IA",43120.0,"USD","intermedio","parcial","China","grande","hibrido","AWS, Docker, NLP","doctorado",4,"automocion","2024-03-04","2024-04-21",1871,8.9,"DataVision Ltd","China"
"AI01438","Ingeniero de Aprendizaje Automatico",219852.0,"EUR","ejecutivo","autonomo","Austria","grande","remoto","GCP, Hadoop, Kubernetes, TensorFlow","grado",14,"salud","2024-01-11","2024-03-11",1760,6.6,"DataVision Ltd","Austria"
